 ,Area,Mean,Perim.,Circ.,IntDen,RawIntDen,AR,Round,Solidity
1,15,255,22.385,0.376,3825,3825,2.427,0.412,0.517
2,14,255,28.042,0.224,3570,3570,1.706,0.586,0.509
3,16,255,28.627,0.245,4080,4080,1.392,0.718,0.457
4,12,255,24.385,0.254,3060,3060,1.645,0.608,0.545
5,17,255,33.456,0.191,4335,4335,1.716,0.583,0.479
6,10,255,21.213,0.279,2550,2550,2.852,0.351,0.435
7,142,255,58.083,0.529,36210,36210,1.389,0.720,0.821
8,25,255,41.941,0.179,6375,6375,1.771,0.565,0.472
9,17,255,24.627,0.352,4335,4335,2.764,0.362,0.576
10,19,255,39.355,0.154,4845,4845,2.959,0.338,0.396
11,10,255,20.971,0.286,2550,2550,2.633,0.380,0.513
12,22,255,30.042,0.306,5610,5610,1.050,0.953,0.518
13,15,255,26.042,0.278,3825,3825,3.159,0.317,0.476
14,124,255,184.250,0.046,31620,31620,1.340,0.746,0.441
15,10,255,20.971,0.286,2550,2550,1.896,0.527,0.488
16,10,255,18.142,0.382,2550,2550,2.188,0.457,0.526
17,10,255,17.314,0.419,2550,2550,1.557,0.642,0.556
18,15,255,24.627,0.311,3825,3825,2.256,0.443,0.536
19,10,255,20.385,0.302,2550,2550,1.797,0.556,0.526
20,10,255,20.142,0.310,2550,2550,3.118,0.321,0.455
21,28,255,53.841,0.121,7140,7140,1.253,0.798,0.339
22,12,255,18.142,0.458,3060,3060,1.767,0.566,0.600
23,16,255,31.456,0.203,4080,4080,2.327,0.430,0.492
24,11,255,20.385,0.333,2805,2805,2.404,0.416,0.431
25,10,255,20.385,0.302,2550,2550,1.683,0.594,0.488
26,17,255,35.113,0.173,4335,4335,1.921,0.521,0.400
27,11,255,18.142,0.420,2805,2805,2.433,0.411,0.629
28,17,255,32.870,0.198,4335,4335,1.937,0.516,0.453
29,11,255,26.627,0.195,2805,2805,2.838,0.352,0.468
30,13,255,23.556,0.294,3315,3315,1.232,0.812,0.448
31,10,255,18.142,0.382,2550,2550,2.385,0.419,0.526
32,11,255,25.456,0.213,2805,2805,3.655,0.274,0.440
33,20,255,32.870,0.233,5100,5100,2.634,0.380,0.449
34,42,255,60.426,0.145,10710,10710,2.242,0.446,0.367
35,12,255,24.385,0.254,3060,3060,2.481,0.403,0.453
36,22,255,40.527,0.168,5610,5610,2.056,0.486,0.419
37,30,255,55.497,0.122,7650,7650,2.093,0.478,0.395
38,19,255,38.184,0.164,4845,4845,2.008,0.498,0.432
39,40,255,46.184,0.236,10200,10200,3.346,0.299,0.503
40,11,255,20.971,0.314,2805,2805,2.180,0.459,0.537
41,11,255,18.142,0.420,2805,2805,2.037,0.491,0.595
42,27,255,44.770,0.169,6885,6885,1.063,0.941,0.486
43,10,255,20.142,0.310,2550,2550,1.716,0.583,0.556
44,20,255,34.284,0.214,5100,5100,4.541,0.220,0.471
45,11,255,24.385,0.232,2805,2805,3.090,0.324,0.478
46,13,255,26.385,0.235,3315,3315,2.052,0.487,0.491
47,163,255,272.517,0.028,41565,41565,1.098,0.910,0.333
48,22,255,31.213,0.284,5610,5610,2.478,0.404,0.512
49,22,255,34.870,0.227,5610,5610,2.393,0.418,0.478
50,21,255,44.284,0.135,5355,5355,2.043,0.489,0.416
51,10,255,21.556,0.270,2550,2550,2.425,0.412,0.444
52,20,255,38.770,0.167,5100,5100,2.094,0.478,0.408
53,24,255,29.456,0.348,6120,6120,1.417,0.706,0.578
54,14,255,26.042,0.259,3570,3570,1.610,0.621,0.538
55,10,255,15.556,0.519,2550,2550,1.818,0.550,0.667
56,18,255,29.213,0.265,4590,4590,1.590,0.629,0.522
57,23,255,45.255,0.141,5865,5865,1.620,0.617,0.465
58,21,255,43.355,0.140,5355,5355,2.513,0.398,0.375
59,14,255,27.213,0.238,3570,3570,2.282,0.438,0.467
60,16,255,34.284,0.171,4080,4080,1.366,0.732,0.390
61,21,255,37.355,0.189,5355,5355,1.748,0.572,0.483
62,42,255,71.397,0.104,10710,10710,1.456,0.687,0.429
63,10,255,16.971,0.436,2550,2550,3.238,0.309,0.606
64,10,255,22.385,0.251,2550,2550,2.100,0.476,0.465
65,14,255,26.627,0.248,3570,3570,1.401,0.714,0.538
66,20,255,37.113,0.182,5100,5100,2.118,0.472,0.421
67,16,255,21.799,0.423,4080,4080,2.382,0.420,0.653
68,323,255,281.103,0.051,82365,82365,1.572,0.636,0.483
69,27,255,49.355,0.139,6885,6885,1.863,0.537,0.425
70,11,255,22.385,0.276,2805,2805,2.785,0.359,0.458
71,12,255,25.213,0.237,3060,3060,3.986,0.251,0.436
72,19,255,28.627,0.291,4845,4845,2.476,0.404,0.521
73,11,255,20.971,0.314,2805,2805,2.026,0.494,0.500
74,10,255,20.971,0.286,2550,2550,3.239,0.309,0.476
75,10,255,24.385,0.211,2550,2550,1.435,0.697,0.488
76,22,255,39.941,0.173,5610,5610,3.993,0.250,0.373
77,12,255,19.799,0.385,3060,3060,2.237,0.447,0.571
78,11,255,23.213,0.257,2805,2805,2.351,0.425,0.440
79,19,255,25.213,0.376,4845,4845,1.623,0.616,0.594
80,10,255,18.971,0.349,2550,2550,1.787,0.559,0.556
81,11,255,14.728,0.637,2805,2805,1.433,0.698,0.710
82,14,255,20.142,0.434,3570,3570,1.064,0.940,0.700
83,20,255,39.941,0.158,5100,5100,2.112,0.473,0.396
84,10,255,20.385,0.302,2550,2550,2.313,0.432,0.476
85,16,255,32.527,0.190,4080,4080,1.233,0.811,0.400
86,15,255,25.799,0.283,3825,3825,1.788,0.559,0.526
87,15,255,30.870,0.198,3825,3825,1.642,0.609,0.448
88,13,255,26.627,0.230,3315,3315,1.666,0.600,0.448
89,15,255,23.556,0.340,3825,3825,2.020,0.495,0.600
90,98,255,147.966,0.056,24990,24990,1.372,0.729,0.345
91,16,255,20.971,0.457,4080,4080,1.667,0.600,0.653
92,11,255,19.556,0.361,2805,2805,1.601,0.624,0.512
93,10,255,23.213,0.233,2550,2550,1.746,0.573,0.444
94,16,255,37.941,0.140,4080,4080,1.813,0.552,0.432
95,11,255,20.971,0.314,2805,2805,2.087,0.479,0.500
96,16,255,24.385,0.338,4080,4080,2.493,0.401,0.561
97,21,255,41.355,0.154,5355,5355,1.579,0.633,0.375
98,18,255,35.113,0.183,4590,4590,1.167,0.857,0.444
99,14,255,24.971,0.282,3570,3570,2.358,0.424,0.491
100,10,255,17.314,0.419,2550,2550,2.408,0.415,0.606
101,27,255,49.598,0.138,6885,6885,1.142,0.875,0.439
102,10,255,17.314,0.419,2550,2550,2.384,0.420,0.667
103,24,255,52.083,0.111,6120,6120,1.862,0.537,0.366
104,10,255,15.314,0.536,2550,2550,1.682,0.595,0.667
105,18,255,24.385,0.380,4590,4590,1.330,0.752,0.600
106,11,255,15.556,0.571,2805,2805,1.535,0.651,0.629
107,18,255,31.698,0.225,4590,4590,2.539,0.394,0.474
108,10,255,16.142,0.482,2550,2550,2.218,0.451,0.667
109,29,255,53.598,0.127,7395,7395,1.242,0.805,0.354
110,12,255,24.042,0.261,3060,3060,1.730,0.578,0.511
111,15,255,33.698,0.166,3825,3825,3.094,0.323,0.435
112,17,255,37.941,0.148,4335,4335,1.444,0.692,0.453
113,20,255,38.284,0.171,5100,5100,2.080,0.481,0.500
114,11,255,25.799,0.208,2805,2805,1.880,0.532,0.431
115,19,255,25.456,0.368,4845,4845,1.173,0.852,0.623
116,25,255,57.255,0.096,6375,6375,1.647,0.607,0.391
117,14,255,30.870,0.185,3570,3570,1.487,0.672,0.452
118,17,255,24.627,0.352,4335,4335,2.349,0.426,0.586
119,10,255,23.213,0.233,2550,2550,1.078,0.927,0.417
120,14,255,23.556,0.317,3570,3570,2.213,0.452,0.596
121,13,255,27.799,0.211,3315,3315,1.407,0.710,0.456
122,11,255,24.971,0.222,2805,2805,3.433,0.291,0.449
123,94,255,86.225,0.159,23970,23970,1.113,0.899,0.571
124,12,255,21.799,0.317,3060,3060,3.150,0.317,0.500
125,10,255,20.142,0.310,2550,2550,1.413,0.708,0.500
126,18,255,34.870,0.186,4590,4590,1.589,0.629,0.500
127,13,255,24.627,0.269,3315,3315,3.409,0.293,0.456
128,21,255,38.870,0.175,5355,5355,2.937,0.341,0.438
129,163,255,256.617,0.031,41565,41565,2.069,0.483,0.352
130,19,255,34.284,0.203,4845,4845,2.179,0.459,0.409
131,27,255,51.012,0.130,6885,6885,1.279,0.782,0.446
132,255,255,281.931,0.040,65025,65025,2.424,0.413,0.376
133,11,255,14.728,0.637,2805,2805,1.252,0.799,0.710
134,10,255,16.971,0.436,2550,2550,2.062,0.485,0.625
135,27,255,31.456,0.343,6885,6885,1.325,0.754,0.593
136,28,255,42.527,0.195,7140,7140,1.308,0.764,0.441
137,7661,255,859.793,0.130,1953555,1953555,1.544,0.648,0.877
138,99,255,169.765,0.043,25245,25245,1.260,0.794,0.362
139,40,255,75.640,0.088,10200,10200,1.670,0.599,0.370
140,12,255,18.971,0.419,3060,3060,1.554,0.644,0.615
141,16,255,26.042,0.296,4080,4080,1.170,0.855,0.478
142,10,255,22.971,0.238,2550,2550,2.779,0.360,0.426
143,59,255,96.024,0.080,15045,15045,1.147,0.872,0.478
144,26,255,43.355,0.174,6630,6630,3.042,0.329,0.473
145,30,255,51.841,0.140,7650,7650,2.811,0.356,0.309
146,31,255,28.870,0.467,7905,7905,1.927,0.519,0.660
147,22,255,46.669,0.127,5610,5610,2.690,0.372,0.352
148,13,255,24.627,0.269,3315,3315,2.515,0.398,0.473
149,17,255,36.284,0.162,4335,4335,2.213,0.452,0.343
150,10,255,19.799,0.321,2550,2550,2.186,0.457,0.571
151,17,255,37.113,0.155,4335,4335,1.718,0.582,0.425
152,23,255,28.627,0.353,5865,5865,1.448,0.690,0.561
153,24,255,49.012,0.126,6120,6120,1.819,0.550,0.457
154,19,255,37.113,0.173,4845,4845,2.582,0.387,0.432
155,11,255,19.556,0.361,2805,2805,2.482,0.403,0.564
156,60,255,116.995,0.055,15300,15300,1.534,0.652,0.312
157,11,255,23.213,0.257,2805,2805,2.624,0.381,0.449
158,10,255,20.142,0.310,2550,2550,2.426,0.412,0.571
159,13,255,31.113,0.169,3315,3315,1.179,0.848,0.441
160,13,255,27.456,0.217,3315,3315,1.963,0.510,0.510
161,14,255,33.456,0.157,3570,3570,1.640,0.610,0.337
162,10,255,11.071,1.000,2550,2550,1.288,0.776,0.909
163,10,255,18.971,0.349,2550,2550,2.771,0.361,0.444
164,11,255,22.627,0.270,2805,2805,2.443,0.409,0.478
165,15,255,29.456,0.217,3825,3825,2.860,0.350,0.484
166,12,255,28.627,0.184,3060,3060,1.744,0.573,0.414
167,20,255,33.113,0.229,5100,5100,4.227,0.237,0.533
168,12,255,20.971,0.343,3060,3060,1.577,0.634,0.545
169,14,255,27.456,0.233,3570,3570,2.865,0.349,0.475
170,10,255,20.385,0.302,2550,2550,1.571,0.637,0.488
171,13,255,25.456,0.252,3315,3315,1.826,0.547,0.481
172,10,255,18.971,0.349,2550,2550,1.930,0.518,0.556
173,29,255,45.355,0.177,7395,7395,2.256,0.443,0.426
174,10,255,16.728,0.449,2550,2550,2.446,0.409,0.606
175,24,255,46.426,0.140,6120,6120,2.477,0.404,0.480
176,10,255,22.971,0.238,2550,2550,1.794,0.557,0.417
177,1494,255,387.269,0.125,380970,380970,1.902,0.526,0.760
178,1278,255,357.085,0.126,325890,325890,2.191,0.456,0.715
179,17,255,32.627,0.201,4335,4335,1.952,0.512,0.453
180,12,255,22.385,0.301,3060,3060,1.454,0.688,0.558
181,15,255,31.698,0.188,3825,3825,3.315,0.302,0.395
182,10,255,19.799,0.321,2550,2550,1.214,0.823,0.526
183,25,255,45.012,0.155,6375,6375,3.267,0.306,0.485
184,11,255,18.142,0.420,2805,2805,2.541,0.394,0.550
185,204,255,266.617,0.036,52020,52020,1.345,0.744,0.421
186,10,255,20.971,0.286,2550,2550,1.738,0.575,0.526
187,10,255,14.728,0.579,2550,2550,2.049,0.488,0.714
188,20,255,30.870,0.264,5100,5100,1.303,0.768,0.548
189,14,255,26.870,0.244,3570,3570,1.517,0.659,0.528
190,14,255,31.113,0.182,3570,3570,2.460,0.407,0.350
191,14,255,18.971,0.489,3570,3570,1.528,0.654,0.636
192,118,255,123.924,0.097,30090,30090,1.171,0.854,0.516
193,12,255,21.799,0.317,3060,3060,1.285,0.778,0.558
194,49,255,73.983,0.112,12495,12495,1.482,0.675,0.478
195,72,255,114.652,0.069,18360,18360,2.899,0.345,0.351
196,70,255,128.066,0.054,17850,17850,2.018,0.496,0.331
197,10,255,17.556,0.408,2550,2550,1.628,0.614,0.541
198,13,255,23.799,0.288,3315,3315,1.748,0.572,0.520
199,11,255,21.213,0.307,2805,2805,1.358,0.736,0.524
200,145,255,210.049,0.041,36975,36975,2.167,0.461,0.384
201,16,255,33.113,0.183,4080,4080,2.759,0.362,0.395
202,81,255,118.752,0.072,20655,20655,2.074,0.482,0.354
203,17,255,24.142,0.367,4335,4335,2.306,0.434,0.596
204,10,255,16.142,0.482,2550,2550,2.813,0.356,0.625
205,11,255,19.556,0.361,2805,2805,1.457,0.686,0.524
206,24,255,32.870,0.279,6120,6120,1.334,0.749,0.533
207,13,255,16.142,0.627,3315,3315,1.361,0.735,0.650
208,13,255,15.556,0.675,3315,3315,1.296,0.772,0.703
209,15,255,19.556,0.493,3825,3825,1.590,0.629,0.652
210,31,255,58.912,0.112,7905,7905,2.728,0.367,0.383
211,14,255,25.213,0.277,3570,3570,3.225,0.310,0.467
212,17,255,31.456,0.216,4335,4335,2.081,0.480,0.430
213,46,255,65.841,0.133,11730,11730,1.570,0.637,0.535
214,56,255,92.610,0.082,14280,14280,1.356,0.738,0.432
215,35,255,59.497,0.124,8925,8925,1.631,0.613,0.366
216,126,255,171.321,0.054,32130,32130,1.399,0.715,0.353
217,20,255,42.184,0.141,5100,5100,1.617,0.618,0.421
218,507,255,563.276,0.020,129285,129285,1.329,0.752,0.334
219,12,255,28.627,0.184,3060,3060,1.646,0.608,0.480
220,24,255,48.184,0.130,6120,6120,1.542,0.649,0.378
221,13,255,24.971,0.262,3315,3315,1.812,0.552,0.510
222,11,255,18.971,0.384,2805,2805,1.236,0.809,0.564
223,13,255,24.627,0.269,3315,3315,3.162,0.316,0.456
224,236,255,301.144,0.033,60180,60180,4.219,0.237,0.308
225,40,255,73.640,0.093,10200,10200,1.993,0.502,0.338
226,22,255,43.012,0.149,5610,5610,2.021,0.495,0.333
227,128,255,194.978,0.042,32640,32640,1.905,0.525,0.374
228,26,255,44.184,0.167,6630,6630,2.378,0.421,0.481
229,10,255,21.556,0.270,2550,2550,2.332,0.429,0.513
230,68,255,117.823,0.062,17340,17340,1.102,0.907,0.343
231,22,255,41.941,0.157,5610,5610,2.359,0.424,0.404
232,13,255,20.971,0.371,3315,3315,1.756,0.569,0.650
233,352,255,360.257,0.034,89760,89760,1.291,0.775,0.440
234,33,255,37.456,0.296,8415,8415,1.372,0.729,0.653
235,29,255,42.527,0.202,7395,7395,1.585,0.631,0.513
236,12,255,25.799,0.227,3060,3060,1.612,0.620,0.490
237,207,255,185.321,0.076,52785,52785,1.253,0.798,0.510
238,22,255,34.284,0.235,5610,5610,2.812,0.356,0.506
239,10,255,18.142,0.382,2550,2550,3.180,0.314,0.541
240,14,255,26.627,0.248,3570,3570,1.799,0.556,0.549
241,14,255,22.385,0.351,3570,3570,1.896,0.527,0.596
242,11,255,20.971,0.314,2805,2805,3.041,0.329,0.537
243,167,255,269.203,0.029,42585,42585,1.575,0.635,0.346
244,10,255,20.971,0.286,2550,2550,1.250,0.800,0.571
245,16,255,21.799,0.423,4080,4080,1.989,0.503,0.653
246,29,255,58.669,0.106,7395,7395,1.398,0.715,0.379
247,19,255,30.042,0.265,4845,4845,1.527,0.655,0.551
248,11,255,25.799,0.208,2805,2805,4.269,0.234,0.423
249,73,255,129.238,0.055,18615,18615,1.779,0.562,0.386
250,88,255,121.823,0.075,22440,22440,3.039,0.329,0.398
251,11,255,22.385,0.276,2805,2805,2.061,0.485,0.500
252,32,255,47.355,0.179,8160,8160,2.484,0.403,0.457
253,11,255,20.971,0.314,2805,2805,3.686,0.271,0.550
254,6444,255,812.840,0.123,1643220,1643220,1.662,0.602,0.877
255,25,255,50.426,0.124,6375,6375,1.154,0.866,0.355
256,13,255,20.385,0.393,3315,3315,1.260,0.794,0.565
257,10,255,21.799,0.264,2550,2550,2.045,0.489,0.488
258,10,255,18.728,0.358,2550,2550,1.622,0.616,0.556
259,49,255,89.782,0.076,12495,12495,2.226,0.449,0.353
260,79,255,118.409,0.071,20145,20145,1.222,0.818,0.363
261,221,255,197.463,0.071,56355,56355,1.388,0.721,0.515
262,33,255,59.154,0.119,8415,8415,1.813,0.552,0.429
263,53,255,102.267,0.064,13515,13515,1.908,0.524,0.332
264,27,255,39.698,0.215,6885,6885,1.713,0.584,0.505
265,10,255,21.213,0.279,2550,2550,1.398,0.715,0.444
266,18,255,37.941,0.157,4590,4590,2.131,0.469,0.444
267,11,255,21.799,0.291,2805,2805,3.340,0.299,0.512
268,40,255,60.083,0.139,10200,10200,2.191,0.456,0.386
269,10,255,19.314,0.337,2550,2550,4.320,0.231,0.571
270,18,255,31.456,0.229,4590,4590,2.216,0.451,0.462
271,21,255,37.113,0.192,5355,5355,2.402,0.416,0.452
272,12,255,21.799,0.317,3060,3060,1.393,0.718,0.533
273,240,255,295.245,0.035,61200,61200,1.487,0.673,0.400
274,111,255,173.522,0.046,28305,28305,2.379,0.420,0.302
275,41,255,35.698,0.404,10455,10455,1.801,0.555,0.678
276,14,255,31.698,0.175,3570,3570,1.095,0.913,0.406
277,10,255,15.314,0.536,2550,2550,1.261,0.793,0.714
278,37,255,73.640,0.086,9435,9435,1.988,0.503,0.319
279,18,255,26.627,0.319,4590,4590,1.689,0.592,0.590
280,57,255,101.782,0.069,14535,14535,1.203,0.831,0.388
281,15,255,32.627,0.177,3825,3825,1.064,0.940,0.429
282,22,255,42.527,0.153,5610,5610,1.660,0.602,0.415
283,10,255,21.799,0.264,2550,2550,2.947,0.339,0.444
284,31,255,41.355,0.228,7905,7905,1.883,0.531,0.559
285,203,255,251.061,0.040,51765,51765,1.793,0.558,0.350
286,13,255,25.213,0.257,3315,3315,2.643,0.378,0.426
287,13,255,20.385,0.393,3315,3315,1.444,0.692,0.650
288,10,255,12.728,0.776,2550,2550,1.212,0.825,0.741
289,11,255,25.799,0.208,2805,2805,1.401,0.714,0.431
290,10,255,25.456,0.194,2550,2550,1.364,0.733,0.377
291,36,255,50.184,0.180,9180,9180,1.726,0.580,0.541
292,17,255,34.284,0.182,4335,4335,1.726,0.579,0.436
293,16,255,20.728,0.468,4080,4080,1.741,0.574,0.640
294,10,255,20.971,0.286,2550,2550,1.434,0.697,0.513
295,34,255,48.426,0.182,8670,8670,1.606,0.623,0.476
296,13,255,20.142,0.403,3315,3315,1.572,0.636,0.703
297,13,255,21.799,0.344,3315,3315,2.187,0.457,0.553
298,303,255,310.416,0.040,77265,77265,1.063,0.941,0.457
299,10,255,11.314,0.982,2550,2550,1.587,0.630,0.800
300,88,255,114.167,0.085,22440,22440,1.724,0.580,0.444
301,32,255,48.426,0.171,8160,8160,2.725,0.367,0.454
302,11,255,14.728,0.637,2805,2805,1.912,0.523,0.733
303,16,255,32.627,0.189,4080,4080,1.954,0.512,0.381
304,45,255,62.326,0.146,11475,11475,2.771,0.361,0.481
305,10,255,22.385,0.251,2550,2550,1.864,0.536,0.526
306,15,255,26.627,0.266,3825,3825,1.947,0.514,0.423
307,27,255,57.497,0.103,6885,6885,1.677,0.596,0.409
308,17,255,25.213,0.336,4335,4335,1.426,0.701,0.567
309,495,255,352.156,0.050,126225,126225,2.023,0.494,0.522
310,12,255,28.284,0.188,3060,3060,1.927,0.519,0.393
311,11,255,20.142,0.341,2805,2805,1.503,0.665,0.579
312,19,255,40.527,0.145,4845,4845,1.486,0.673,0.362
313,10,255,14.142,0.628,2550,2550,1.748,0.572,0.690
314,12,255,23.556,0.272,3060,3060,1.547,0.646,0.453
315,106,255,118.995,0.094,27030,27030,1.592,0.628,0.462
316,30,255,48.426,0.161,7650,7650,1.356,0.738,0.405
317,11,255,20.971,0.314,2805,2805,1.537,0.651,0.550
318,31,255,53.255,0.137,7905,7905,1.897,0.527,0.376
319,471,255,394.198,0.038,120105,120105,1.131,0.884,0.448
320,64,255,77.640,0.133,16320,16320,1.261,0.793,0.533
321,63,255,85.882,0.107,16065,16065,1.271,0.787,0.434
322,49,255,61.154,0.165,12495,12495,1.732,0.577,0.471
323,9260,255,904.036,0.142,2361300,2361300,1.308,0.765,0.902
324,110,255,101.782,0.133,28050,28050,1.715,0.583,0.574
325,66,255,67.740,0.181,16830,16830,1.074,0.931,0.548
326,10,255,18.142,0.382,2550,2550,1.209,0.827,0.606
327,1632,255,991.516,0.021,416160,416160,1.072,0.933,0.508
328,13,255,27.213,0.221,3315,3315,1.709,0.585,0.510
329,43,255,62.326,0.139,10965,10965,1.937,0.516,0.470
330,16,255,29.799,0.226,4080,4080,1.029,0.972,0.500
331,106,255,158.693,0.053,27030,27030,2.290,0.437,0.359
332,5341,255,731.342,0.125,1361955,1361955,1.166,0.858,0.860
333,31,255,44.184,0.200,7905,7905,1.197,0.836,0.517
334,11,255,23.213,0.257,2805,2805,1.191,0.839,0.550
335,179,255,193.321,0.060,45645,45645,1.975,0.506,0.442
336,198,255,200.735,0.062,50490,50490,1.614,0.619,0.493
337,11,255,19.556,0.361,2805,2805,1.384,0.723,0.564
338,38,255,63.497,0.118,9690,9690,2.020,0.495,0.362
339,15,255,21.799,0.397,3825,3825,2.290,0.437,0.588
340,19,255,23.213,0.443,4845,4845,1.518,0.659,0.623
341,10,255,16.971,0.436,2550,2550,1.716,0.583,0.571
342,46,255,88.368,0.074,11730,11730,1.907,0.524,0.326
343,29,255,46.184,0.171,7395,7395,2.157,0.464,0.414
344,22,255,32.870,0.256,5610,5610,1.710,0.585,0.620
345,21,255,33.698,0.232,5355,5355,1.778,0.562,0.532
346,17,255,28.627,0.261,4335,4335,1.927,0.519,0.507
347,117,255,175.522,0.048,29835,29835,1.540,0.649,0.403
348,10,255,21.799,0.264,2550,2550,2.140,0.467,0.455
349,64,255,128.409,0.049,16320,16320,1.593,0.628,0.252
350,10,255,24.627,0.207,2550,2550,1.700,0.588,0.370
351,15,255,23.556,0.340,3825,3825,2.278,0.439,0.517
352,12,255,20.971,0.343,3060,3060,1.338,0.747,0.533
353,7247,255,774.497,0.152,1847985,1847985,1.310,0.763,0.885
354,16,255,28.627,0.245,4080,4080,1.848,0.541,0.438
355,27,255,56.083,0.108,6885,6885,2.376,0.421,0.409
356,10,255,16.142,0.482,2550,2550,1.772,0.564,0.588
357,11,255,23.213,0.257,2805,2805,2.262,0.442,0.489
358,43,255,59.497,0.153,10965,10965,1.203,0.831,0.528
359,45,255,60.912,0.152,11475,11475,2.788,0.359,0.404
360,15,255,33.698,0.166,3825,3825,1.405,0.712,0.441
361,42,255,70.569,0.106,10710,10710,2.288,0.437,0.359
362,6633,255,579.276,0.248,1691415,1691415,1.138,0.879,0.911
363,661,255,389.370,0.055,168555,168555,1.572,0.636,0.496
364,10,255,21.556,0.270,2550,2550,3.202,0.312,0.476
365,13,255,19.899,0.413,3315,3315,3.886,0.257,0.605
366,194,255,262.718,0.035,49470,49470,1.616,0.619,0.401
367,19,255,28.627,0.291,4845,4845,1.672,0.598,0.603
368,758,255,543.963,0.032,193290,193290,2.052,0.487,0.468
369,10,255,20.385,0.302,2550,2550,1.615,0.619,0.588
370,12,255,22.971,0.286,3060,3060,1.633,0.612,0.545
371,16,255,32.042,0.196,4080,4080,3.509,0.285,0.421
372,11,255,17.556,0.448,2805,2805,1.398,0.715,0.667
373,24,255,49.598,0.123,6120,6120,3.390,0.295,0.364
374,233,255,352.257,0.024,59415,59415,3.132,0.319,0.218
375,53,255,61.740,0.175,13515,13515,2.025,0.494,0.520
376,16,255,19.799,0.513,4080,4080,1.100,0.909,0.667
377,15,255,22.971,0.357,3825,3825,1.793,0.558,0.588
378,135,255,198.877,0.043,34425,34425,1.693,0.591,0.315
379,10,255,13.314,0.709,2550,2550,1.809,0.553,0.769
380,22,255,32.042,0.269,5610,5610,1.326,0.754,0.595
381,6490,255,529.051,0.291,1654950,1654950,1.289,0.776,0.926
382,5978,255,571.276,0.230,1524390,1524390,1.091,0.916,0.908
383,15192,255,1220.979,0.128,3873960,3873960,1.375,0.727,0.847
384,216,255,109.924,0.225,55080,55080,1.732,0.577,0.645
385,11,255,22.385,0.276,2805,2805,1.988,0.503,0.478
386,11,255,22.385,0.276,2805,2805,2.752,0.363,0.431
387,17,255,28.042,0.272,4335,4335,2.377,0.421,0.486
388,886,255,367.085,0.083,225930,225930,2.102,0.476,0.529
389,73,255,43.355,0.488,18615,18615,1.943,0.515,0.768
390,10,255,18.971,0.349,2550,2550,1.978,0.506,0.625
391,149,255,92.711,0.218,37995,37995,3.298,0.303,0.671
392,11,255,24.627,0.228,2805,2805,1.072,0.933,0.431
393,1443,255,447.311,0.091,367965,367965,2.613,0.383,0.518
394,10,255,20.728,0.292,2550,2550,2.151,0.465,0.500
395,11,255,20.971,0.314,2805,2805,1.821,0.549,0.478
396,11,255,19.799,0.353,2805,2805,1.420,0.704,0.595
397,13,255,20.971,0.371,3315,3315,1.411,0.709,0.565
398,16,255,28.042,0.256,4080,4080,2.802,0.357,0.464
399,26,255,39.113,0.214,6630,6630,1.526,0.655,0.505
400,14,255,28.627,0.215,3570,3570,2.359,0.424,0.459
401,17,255,23.799,0.377,4335,4335,1.509,0.663,0.607
402,84,255,49.598,0.429,21420,21420,1.513,0.661,0.718
