 ,Label,Area,Mean,Min,Max,Circ.,IntDen,RawIntDen,AR,Round,Solidity
609,ctrl-og-15000-T.jpg,5209,255,255,255,0.649,1328295,1328295,1.207,0.829,0.873
610,ctrl-og-15000-T.jpg,27597,255,255,255,0.407,7037235,7037235,2.347,0.426,0.834
611,ctrl-og-15000-T.jpg,16874,255,255,255,0.246,4302870,4302870,1.440,0.694,0.571
612,ctrl-og-15000-T.jpg,14840,255,255,255,0.586,3784200,3784200,1.905,0.525,0.875
613,ctrl-og-15000-T.jpg,9880,255,255,255,0.563,2519400,2519400,1.455,0.688,0.851
614,ctrl-og-15000-T.jpg,11256,255,255,255,0.813,2870280,2870280,1.223,0.818,0.947
615,ctrl-og-15000-T.jpg,5294,255,255,255,0.800,1349970,1349970,1.143,0.875,0.941
616,ctrl-og-15000-T.jpg,2746,255,255,255,0.674,700230,700230,1.803,0.555,0.918
617,ctrl-og-15000-T.jpg,2665,255,255,255,0.725,679575,679575,1.205,0.830,0.911
618,ctrl-og-15000-T.jpg,3460,255,255,255,0.596,882300,882300,1.577,0.634,0.876
619,ctrl-og-15000-T.jpg,8807,255,255,255,0.669,2245785,2245785,1.870,0.535,0.903
620,ctrl-og-15000-T.jpg,4697,255,255,255,0.758,1197735,1197735,1.141,0.876,0.927
621,ctrl-og-15000-T.jpg,5803,255,255,255,0.566,1479765,1479765,1.098,0.911,0.848
622,ctrl-og-15000-T.jpg,12946,255,255,255,0.773,3301230,3301230,1.509,0.663,0.963
623,ctrl-og-15000-T.jpg,8352,255,255,255,0.643,2129760,2129760,1.393,0.718,0.874
624,ctrl-og-15000-T.jpg,3011,255,255,255,0.656,767805,767805,1.661,0.602,0.907
625,ctrl-og-15000-T.jpg,15236,255,255,255,0.642,3885180,3885180,1.410,0.709,0.878
626,ctrl-og-15000-T.jpg,9622,255,255,255,0.789,2453610,2453610,1.270,0.787,0.961
627,ctrl-og-15000-T.jpg,4981,255,255,255,0.589,1270155,1270155,2.426,0.412,0.918
628,ctrl-og-15000-T.jpg,2874,255,255,255,0.769,732870,732870,1.564,0.639,0.947
629,ctrl-og-15000-T.jpg,3433,255,255,255,0.610,875415,875415,2.587,0.387,0.921
630,ctrl-og-15000-T.jpg,3734,255,255,255,0.632,952170,952170,1.483,0.674,0.896
631,ctrl-og-15000-T.jpg,8593,255,255,255,0.723,2191215,2191215,1.738,0.575,0.951
632,ctrl-og-15000-T.jpg,19611,255,255,255,0.742,5000805,5000805,1.304,0.767,0.936
633,ctrl-og-15000-T.jpg,9502,255,255,255,0.777,2423010,2423010,1.143,0.875,0.933
634,ctrl-og-15000-T.jpg,9302,255,255,255,0.727,2372010,2372010,1.119,0.894,0.921
635,ctrl-og-15000-T.jpg,4662,255,255,255,0.540,1188810,1188810,2.646,0.378,0.837
636,ctrl-og-15000-T.jpg,6426,255,255,255,0.610,1638630,1638630,2.229,0.449,0.926
637,ctrl-og-15000-T.jpg,6186,255,255,255,0.550,1577430,1577430,1.276,0.784,0.791
638,ctrl-og-15000-T.jpg,10446,255,255,255,0.747,2663730,2663730,1.214,0.824,0.938
639,ctrl-og-15000-T.jpg,10991,255,255,255,0.726,2802705,2802705,1.102,0.907,0.912
640,ctrl-og-15000-T.jpg,3922,255,255,255,0.335,1000110,1000110,1.359,0.736,0.688
641,ctrl-og-15000-T.jpg,7575,255,255,255,0.479,1931625,1931625,3.642,0.275,0.862
